crash_date,traffic_control_device,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,crash_type,intersection_related_i,damage,prim_contributory_cause,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,crash_hour,crash_day_of_week,crash_month
12/6/2020 18:50,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NO INDICATION OF INJURY,0,0,0,0,0,2,18,1,12
10/23/2016 3:00,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,3,1,10
8/1/2021 4:40,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,4,1,8
10/24/2018 16:10,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,4,16,4,10
12/8/2019 8:14,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,8,1,12
2/22/2017 7:15,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,NO INDICATION OF INJURY,0,0,0,0,0,3,7,4,2
11/2/2021 15:30,NO CONTROLS,UNKNOWN,DAYLIGHT,SIDESWIPE SAME DIRECTION,T-INTERSECTION,STRAIGHT AND LEVEL,OTHER,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,15,3,11
3/11/2022 16:36,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,16,6,3
2/16/2023 12:20,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0,0,0,0,0,2,12,5,2
3/5/2022 8:02,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FIXED OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",NOT APPLICABLE,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,8,7,3
6/29/2019 16:35,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",UNABLE TO DETERMINE,5,NONINCAPACITATING INJURY,4,0,0,1,3,2,16,7,6
6/16/2018 16:30,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,NO INDICATION OF INJURY,0,0,0,0,0,3,16,7,6
7/5/2018 10:22,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,3,NO INDICATION OF INJURY,0,0,0,0,0,3,10,5,7
4/24/2018 18:45,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,18,3,4
1/22/2017 21:53,STOP SIGN/FLASHER,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,4,21,1,1
7/19/2019 19:29,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,3,0,0,3,0,1,19,6,7
8/28/2020 17:20,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,17,6,8
11/12/2020 22:35,NO CONTROLS,RAIN,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,NO INDICATION OF INJURY,0,0,0,0,0,2,22,5,11
8/23/2019 18:41,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,18,6,8
6/2/2023 18:58,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,18,6,6
9/20/2018 17:00,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,5,9
2/2/2022 8:58,TRAFFIC SIGNAL,BLOWING SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT ON HILLCREST,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",WEATHER,2,NO INDICATION OF INJURY,0,0,0,0,0,2,8,4,2
9/17/2021 13:25,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,13,6,9
2/22/2020 15:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,15,7,2
9/24/2019 16:40,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,3,NO INDICATION OF INJURY,0,0,0,0,0,4,16,3,9
11/8/2017 21:00,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,21,4,11
9/16/2017 18:00,STOP SIGN/FLASHER,CLEAR,DUSK,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,2,18,7,9
5/8/2023 5:30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,5,2,5
7/12/2021 8:47,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT ON GRADE,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NONINCAPACITATING INJURY,1,0,0,1,0,4,8,2,7
9/16/2019 11:30,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,11,2,9
6/16/2018 13:55,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,13,7,6
11/24/2018 12:35,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NONINCAPACITATING INJURY,2,0,0,2,0,1,12,7,11
7/17/2021 1:35,FLASHING CONTROL SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,1,7,7
12/6/2021 17:30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,2,NO INDICATION OF INJURY,0,0,0,0,0,3,17,2,12
5/25/2022 14:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",EQUIPMENT - VEHICLE CONDITION,2,NO INDICATION OF INJURY,0,0,0,0,0,2,14,4,5
7/10/2020 2:55,TRAFFIC SIGNAL,UNKNOWN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,WET,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,FATAL,1,1,0,0,0,1,2,6,7
11/29/2019 17:11,STOP SIGN/FLASHER,CLEAR,DUSK,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,17,6,11
11/12/2021 19:50,UNKNOWN,RAIN,UNKNOWN,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,1,NO INDICATION OF INJURY,0,0,0,0,0,1,19,6,11
5/6/2022 17:35,TRAFFIC SIGNAL,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",WEATHER,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,6,5
2/7/2022 14:30,UNKNOWN,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,DISREGARDING OTHER TRAFFIC SIGNS,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,0,14,2,2
6/18/2021 9:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",NOT APPLICABLE,2,NO INDICATION OF INJURY,0,0,0,0,0,4,9,6,6
12/8/2019 4:20,STOP SIGN/FLASHER,CLEAR,DARKNESS,ANGLE,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING STOP SIGN,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,4,1,12
7/24/2023 8:40,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,REAR END,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,8,2,7
4/25/2019 10:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,10,5,4
1/12/2021 12:45,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"$501 - $1,500",IMPROPER LANE USAGE,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,12,3,1
5/8/2018 14:42,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,14,3,5
5/10/2016 16:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,5,16,3,5
3/8/2019 15:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,3,NO INDICATION OF INJURY,0,0,0,0,0,3,15,6,3
11/17/2021 17:00,TRAFFIC SIGNAL,RAIN,UNKNOWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",TURNING RIGHT ON RED,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,4,11
8/4/2021 15:40,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,3,INCAPACITATING INJURY,3,0,3,0,0,2,15,4,8
4/9/2018 9:20,TRAFFIC SIGNAL,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER LANE USAGE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,9,2,4
10/1/2017 20:37,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,NO INDICATION OF INJURY,0,0,0,0,0,3,20,1,10
12/27/2018 21:13,NO CONTROLS,RAIN,DARKNESS,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,21,5,12
4/12/2023 13:30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,13,4,4
11/17/2016 14:10,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,14,5,11
5/16/2022 9:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,0,0,0,1,9,2,5
5/6/2020 13:12,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",UNABLE TO DETERMINE,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,13,4,5
1/30/2017 7:45,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,7,2,1
5/16/2018 1:33,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NONINCAPACITATING INJURY,2,0,0,2,0,2,1,4,5
7/9/2022 13:35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,7,13,7,7
6/17/2017 18:40,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,18,7,6
12/17/2022 19:20,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,3,19,7,12
7/22/2022 17:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,7,17,6,7
10/17/2022 11:01,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,11,2,10
12/28/2020 11:40,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,2,NO INDICATION OF INJURY,0,0,0,0,0,2,11,2,12
12/5/2017 21:49,TRAFFIC SIGNAL,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,N,"OVER $1,500",UNABLE TO DETERMINE,3,NO INDICATION OF INJURY,0,0,0,0,0,3,21,3,12
6/26/2019 17:40,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,N,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NO INDICATION OF INJURY,0,0,0,0,0,2,17,4,6
3/31/2023 10:30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,10,6,3
12/9/2022 16:35,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,16,6,12
4/1/2021 18:30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"$501 - $1,500",FOLLOWING TOO CLOSELY,2,NO INDICATION OF INJURY,0,0,0,0,0,3,18,5,4
8/18/2018 13:40,TRAFFIC SIGNAL,CLEAR,DAWN,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,13,7,8
9/27/2021 1:23,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,1,2,9
8/28/2022 13:50,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,13,1,8
7/30/2020 16:10,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,NO INDICATION OF INJURY,0,0,0,0,0,2,16,5,7
8/10/2020 10:00,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,$500 OR LESS,DISREGARDING TRAFFIC SIGNALS,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,10,2,8
7/29/2021 5:25,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,NONINCAPACITATING INJURY,3,0,0,2,1,0,5,5,7
8/10/2022 17:45,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,"OVER $1,500",FOLLOWING TOO CLOSELY,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,17,4,8
8/2/2021 9:00,NO CONTROLS,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",UNABLE TO DETERMINE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,9,2,8
8/21/2020 10:15,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,Y,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,NO INDICATION OF INJURY,0,0,0,0,0,2,10,6,8
